Crypto,Date,Open,High,Low,Close
LTC,6/4/22,62.16,63.43,61.39,63.26
LTC,6/3/22,63.82,64.79,61.35,62.16
LTC,6/2/22,62.73,64.2,62.08,63.87
LTC,6/1/22,68.35,70.5,61.84,62.66
LTC,5/31/22,68.07,69.68,66.68,68.35
LTC,5/30/22,62.96,68.14,62.87,67.92
LTC,5/29/22,63.07,64.33,61.82,62.88
LTC,5/28/22,61.88,63.88,61.07,63.07
LTC,5/27/22,64.14,64.68,60.92,62.1
LTC,5/26/22,68.6,68.78,60.6,64.17
LTC,5/25/22,70.26,71.51,67.92,68.6
LTC,5/24/22,69.56,70.81,67.06,70.26
LTC,5/23/22,70.76,73.86,68.64,69.44
LTC,5/22/22,69.58,72.36,69.31,70.76
LTC,5/21/22,68.45,70.51,67.95,69.58
